name,id,desciption,category,buyprice,sellprice,marketvalue,circulation
New Orleans Shot Glass '24 ,1455,"This exclusive 2024 TornCon attendee shot glass will make you dance like a New Orleans brass band on Frenchman Street. A shot a day may not keep the doctor away, but it may add an edge when challenging the first ever Tipsy Torn Trivia Team Champions, Bees 'n' Cheese, for their title. After tipping a few down your gullet, you’ll be adventurous enough to throw marshmallows to gators in the swamp or run through the French Quarter in a red dress. Unfortunately, no amount of alcohol from this glass will save you from PrincessJulie’s swing with a giant inflatable bonk bat or inspire the level of confidence it took Sealion to hug Chedburn in a tiny red thong poolside. Put down that touristy hand grenade souvenir cup, lift your shot glass, and have a butt scratch to the memories you made with your new Torn friends in the Big Easy. You being there made this an event to remember.",Collectible,$0 ,$0 ,$0 ,72
Bolas ,1456,"A throwing weapon used by South American hunters and warriors, bolas are designed to entangle a target and temporarily incapacitate them. After building momentum through several overhead swings, they can disable an enemy at range by tripping them, restricting movement, or breaking bones on impact. The word bolas, meaning ""balls"" in Spanish and Portuguese, refers to the weapon's primary feature, typically two or three stones or metal weights connected by cord. Regardless of their design, bolas should never be used as a substitute for Ben Wa balls—at least not without a thorough cleaning first.",Temporary,$0 ,$0 ,"$8,400,001 ",778
Kerosene ,1457,"For the arsonist who values restraint. Kerosene burns slower and with more control than its spicy cousin, Gasoline, offering a calculated solution to your fire-based problems. Ideal for indoor use, setting fires around pets, or when you need to send a message without turning an entire zip code into a Hiroshima tribute act.",Material,$0 ,$0 ,"$34,873 ","184,873"
Diesel ,1458,"Thicker, darker, and a little bit sulky, diesel is the accelerant equivalent of a big tiddy goth girlfriend. Slow to start, too proud to spread for attention, but once it gets going it's an absolute smoke show. The fumes from a diesel fire will announce your actions to everyone within a half-mile radius, so if you're looking for an audience, this is the juice for the job.",Material,$0 ,$0 ,"$36,952 ","310,050"
Hydrogen Tank ,1459,"Hydrogen is the reason airships went out of fashion. Stored under pressure and desperate to escape, this gas spreads fire like piss in a paddling pool. It gets everywhere fast, turning small flames into sprawling chaos before you can say ""Rauchen ist hier nicht erlaubt, mein Herr."" Used properly, Hydrogen leaves barely a trace of its existence behind in the aftermath. So long as you remember to pick up the big-ass metal tank when you're done. Don't litter, people!",Material,$0 ,$0 ,"$77,935 ","191,068"
Methane Tank ,1460,"Naturally produced by decaying matter, methane is what the planet exhales while it dies. This tank of liquid farts is best deployed when you want to boost both the spread and intensity of a fire, and for the whole room to smell like the inside of an arse. If you ever run out, this container can be refilled using a turkey baster and a willing bovine companion. Probably.",Material,$0 ,$0 ,"$37,411 ","228,082"
Thermite ,1461,"A small pile of thermite looks harmless until it decides to eat through steel like it's cotton candy. This high-temperature blend of metal powder and oxide produces a reaction so hot it can damage the very structure of almost any building. It doesn't explode, it erases. Ideal for when you want to commit arson and host a science lesson at the same time. Wanna know how jet fuel melts steel beams? Add a little of this to your arson repertoire and find out.",Material,$0 ,$0 ,"$31,195 ","252,875"
Magnesium Shavings ,1462,"Light, silvery, and deceptively festive, magnesium shavings burn with a blinding white flame that's brighter than your neighbor's clever son, Clancy. This substance laughs in the face of water and keeps the party going until everything nearby is ash, creating an intense heat that is difficult to put out. It's hardly the most subtle way of feeding a fire, but sometimes, it's just nice to be noticed.",Material,$0 ,$0 ,"$93,166 ","218,985"
Fire Extinguisher ,1463,"When you've gotten a little over-excited, Mr. Fire Extinguisher is there to help you subdue even the most out-of-control fire. How do we know this object is a male? That's easy. It comes with a hose, spurts white foam over multiple surfaces, makes a lot of noise about it, and leaves behind a mess you’ll be explaining for days.",Material,$0 ,$0 ,"$951,408 ","23,753"
Mermaid Tiara ,1464,"This glittery and whimsical tiara, decorated with the ocean's treasures, turns you into a real mermaid! If you are having a bad day put it on, take a swim, feel all the weight around you vanishing. At least that's how Jairyll would do it.",Collectible,$0 ,$0 ,$0 ,20
Cluster Ring ,1465,"This ostentatious four-stone cluster ring screams ""I have more money than sense"" so loudly that even the dead will rise up to rob you. Boasting a ruby, an emerald, a sapphire, and a stunning yellow diamond, this exquisite piece decorates your digits with more than enough value to make severing your hand a profitable venture. If you want to let your beloved know that you'd absolutely trust them with your vault access, there is no better engagement gift than this opulent cluster ring.",Jewelry,$0 ,"$2,250,000 ","$8,749,950 ","1,642"
Lighter ,1466,"With vaping on the rise and cigarette smokers banished to the fringes of society, you might think the humble butane lighter has had its day. Not so. The scented candle boom, backed by the steady trade from arsonists and fart lighters, has given this disposable ignition device a renaissance. Plumes of watermelon matcha mist may be choking our lungs today, but humanity will never lose its taste for the simple pleasure of playing with fire.",Tool,$0 ,$3 ,"$21,135 ","251,343"
Withered M'aol Tentacle ,1467,,Collectible,$0 ,$0 ,$0 ,0
Withered Ladso Eye ,1468,,Collectible,$0 ,$0 ,$0 ,0
Withered Sylo Tooth ,1469,,Collectible,$0 ,$0 ,$0 ,0
Withered Dyno Sac ,1470,,Collectible,$0 ,$0 ,$0 ,0
Withered Nol Cloachra ,1471,,Collectible,$0 ,$0 ,$0 ,0
Withered Asmol Knuckle ,1472,,Collectible,$0 ,$0 ,$0 ,0
